device_id,packet_size,packet_rate,connection_duration,protocol_type,source_port,destination_port,failed_login_attempts,traffic_volume,cpu_usage,memory_usage,anomaly_score,botnet_attack
1189,439.8356873998618,58.19109757712401,14.985545415682015,TCP,61525,443,1,1724.740825822648,84.34775607184281,64.55005480265592,0.6904630975119893,Normal
3734,329.8328093637276,43.01445748011388,9.85218972148941,ICMP,62164,5683,0,1503.7692674499328,74.22296525103386,63.4424997937618,0.022127636102699078,Normal
4005,400.0046050109012,75.59328962038092,7.755750650391466,UDP,57459,53,1,1468.7698214856023,9.697090673750864,51.915669014070104,0.2868579531975072,Normal
5658,423.4067641163423,23.532665455146436,49.097748317752284,ICMP,62016,80,1,1377.500469513414,55.71278736332891,68.95650390539967,0.6606040752735673,Normal
2899,513.128911882407,31.549548861169708,30.50258512733705,UDP,2344,80,3,1225.335177491228,42.60327885408891,49.301712238792526,0.8897347936877923,Attack
8734,509.09112118380557,41.85698607871194,25.004855916259817,UDP,48506,1883,2,1577.7275994402141,37.49461640756218,89.7166741001637,0.6698908884063026,Normal
2267,660.9718370448443,44.654044890190924,7.6836693050982525,TCP,58025,22,1,1930.6079850466394,91.21063155119722,13.91978427575248,0.26588131475356913,Normal
2528,416.86941707623487,71.98032061292926,75.05910462231898,TCP,17011,22,1,2384.3837929966376,46.11162042752472,45.4572497413935,0.5077727489877176,Normal
4556,319.0174574775285,50.737969067161444,6.365479231271539,TCP,38209,5683,1,1949.334739576952,69.74914054719537,41.761947512446575,0.6475764187454032,Normal
4890,361.16258298292496,47.10569015600349,47.535179292273625,UDP,4723,443,4,1395.478922547975,92.03782729611412,71.62431655574977,0.13533935089702465,Attack
9838,497.2370174664199,30.949898483136696,102.041321970693,ICMP,50908,443,1,1675.2020766193034,18.590012231216992,25.266028512593223,0.5449069032673095,Normal
6393,412.5586319665051,66.29950312762296,38.958696269558665,TCP,63882,5683,2,1638.9329800730493,9.91546359340576,44.726039840618085,0.47166622805266134,Normal
9792,464.9589745384369,32.95038674799143,148.2561292372043,TCP,47460,443,1,1603.3078572551804,33.22582065023205,65.83556293240085,0.3366480347413471,Normal
9433,445.51597036166675,30.880830629597394,31.584895034777006,TCP,29233,1883,0,1772.7525106115609,8.999983881257474,58.25534930534489,0.6235376682587858,Normal
8513,618.828614444622,43.99612788579241,7.356320362545519,TCP,65350,80,2,2533.7581484726466,15.508815012813763,53.60974651812946,0.6362162930304626,Normal
3612,429.56411754892133,52.44791036982751,6.837880564728994,UDP,40354,443,2,2404.265994836196,94.25388402687551,44.79641059246618,0.9714699060403114,Attack
8041,454.71895076626276,39.19786099759539,11.771918746545632,ICMP,53725,1883,3,2958.0218546075907,91.41610142909896,70.16070401951673,0.42830519741289597,Normal
7235,586.0740297390531,60.60526254436408,1.0,UDP,47439,53,0,1464.1198246769159,67.21633930630068,61.714010232821686,0.5312671554836946,Normal
6486,432.2021706761509,45.755355845288754,34.34268414539493,UDP,62030,80,0,1329.9303425264393,72.76882996438752,79.9768820276811,0.15750258097065895,Normal
8099,550.7854849348421,65.79153409417378,9.386623664334262,UDP,50151,5683,0,1778.4955706036249,17.6442869878723,68.63991091598749,0.5483623388757913,Normal
1775,539.7782314426111,57.576659181246114,50.65171168632268,TCP,23571,53,1,2699.8411388658774,58.571201835890776,21.232605155979776,0.036085949174874954,Normal
9226,517.0119030753295,76.87219010546204,13.349856119635637,ICMP,23963,22,1,737.1589724101241,18.89714699673464,59.563043341169674,0.14987757445686611,Normal
4152,363.87243407522124,43.36656611183766,19.615284134693916,UDP,15226,22,3,2068.358302940992,39.054754049198216,13.563074658173617,0.17124680349508048,Normal
2585,647.5729069426325,62.65956536608391,101.1686053396652,UDP,30244,80,3,1796.8930738479426,36.081052285083175,40.98966898343099,0.6326391175044026,Normal
4943,766.4820555899737,23.19783167279476,8.318969831565475,UDP,22786,443,2,2374.118689092708,60.25644150695655,42.95501653774209,0.5672946407340433,Normal
8555,501.05937659208735,93.3748803961384,38.32363966846075,TCP,9820,80,4,2252.1435407060744,12.17237978985439,78.39063227470415,0.7980369569444418,Attack
4073,374.437415195555,61.90919800206882,42.20933870162462,TCP,2746,443,1,2371.4714301848107,14.311586292953223,24.42973654217237,0.4643994318717968,Normal
2021,503.49232499900273,45.5553916666592,7.492256037981487,UDP,44388,5683,1,2294.0843182334547,59.89387317908312,61.48332039386283,0.47485623686661127,Normal
4843,618.7832168703198,46.11312184050724,20.854285313885846,TCP,48328,22,1,3681.325196310905,62.250589124566375,25.390961806851074,0.16155603212455139,Attack
8989,426.17747891412716,46.294653895440966,12.932808560494475,ICMP,12698,80,1,3070.5785984020504,35.58941827188447,85.89361209582354,0.7427014297298196,Attack
7873,484.53209790581724,77.60054934652511,44.339955641854566,TCP,49439,80,1,2495.237864115894,18.218401501053705,52.35975461185707,0.0036529256519354236,Normal
6675,540.8784963694569,63.47824250511825,29.224215698003064,UDP,3836,5683,2,1708.8642661346664,84.7471924212451,66.65710118627825,0.42489087314634966,Normal
1161,644.365742264711,43.35022546421977,19.386937713947017,ICMP,43565,443,1,1774.552127920955,9.765391805989914,61.723631238160564,0.188325091136336,Normal
5297,593.0508479707249,31.41777472813576,45.337129893710355,TCP,57713,22,0,2689.481393239579,69.56379658442411,34.29108191759113,0.7710099245419837,Attack
1995,598.0241563438715,67.94156953261876,8.042484759722175,UDP,3302,22,1,2712.720216444997,17.604024631554584,82.09582083385014,0.673391360687125,Normal
8629,448.847773198829,62.57823389470436,42.02663557016121,ICMP,49246,443,1,1489.5199036023823,62.3636517584252,60.17989349725305,0.7067687098370855,Attack
2016,548.2302746208708,60.59556045875899,60.15771101148104,ICMP,36142,5683,1,800.5503399846359,64.72902622360095,50.82544155180333,0.14857788569647046,Normal
8869,413.3644007449845,48.74383346927148,63.2652694230944,ICMP,4647,443,0,900.8268218842491,77.38336733318333,52.268855475965495,0.6688140736603108,Normal
7439,601.4631319862253,45.50573826633861,45.92900605495453,TCP,7554,5683,0,2703.594167392917,40.552257404339365,81.25524193137635,0.6908937098203936,Normal
8892,638.1463568942736,75.27835267219608,15.72817725374385,ICMP,50890,443,0,2816.210698994915,6.961682140950243,14.729557826741608,0.0026370847033859723,Normal
7863,566.4036282527147,76.67403858956715,120.20323772267706,TCP,17011,22,2,2010.3838062014795,77.99444473720934,41.12496736728697,0.3176008591114934,Normal
8916,455.9107295846221,59.60187313462432,14.321418073284287,UDP,1948,22,1,2194.31118848171,44.966121744068055,77.33020222552103,0.08728818124243176,Normal
9529,475.5527446350082,64.54761297259863,30.535205491376782,TCP,20570,80,1,3069.405462187733,81.23808376378226,13.001219754055668,0.6813942324114902,Attack
1878,716.7819452794412,53.541472462560655,5.268989667061589,TCP,54329,5683,1,3208.4576942784233,74.83864546948524,61.13449754577084,0.21210866980743492,Attack
5887,457.91474664518046,29.450213412996455,118.04170975209519,UDP,38321,22,1,2407.7996776443365,49.84761391093983,42.26113465118936,0.26465931522932173,Normal
5859,625.9993000940682,35.30385865985531,36.520447935631445,TCP,13294,5683,1,1986.9809997493994,94.94594680933636,26.366677640162408,0.07832907547015056,Normal
7331,540.6669917862226,67.19272854574159,41.99689905006798,TCP,19977,5683,1,1740.5888876007605,46.58675693322284,58.91238938056047,0.4838066652719982,Normal
9571,459.9036261848189,69.10558021716786,2.041193812511192,UDP,36607,53,0,1831.1046242069183,67.68541580422634,76.48488023963759,0.03303280949238174,Normal
9684,338.642116703669,65.81190512464428,43.24378868509807,ICMP,24380,53,2,1535.247655841015,65.28234379305641,47.387164347701,0.8455922128750106,Attack
8208,525.3920456706209,55.19078465130549,44.712792844973585,UDP,64248,443,1,2391.033764360032,51.626004353021955,21.738991153681198,0.026366040016279957,Normal
6276,510.93210399273465,66.36948434442901,33.421470093458595,ICMP,5602,5683,2,1921.1754092451465,57.68152601038132,34.492097585757016,0.061639694181784166,Normal
3062,716.78416057512,49.12794058251155,10.355505878965715,TCP,5486,443,1,1508.2267653051244,76.87478856002299,88.50826000392136,0.6404066332174871,Normal
1064,396.7768765493002,59.320855048074506,20.18210932219511,UDP,1912,443,2,2677.5256357112034,56.44519410149582,18.8873509379086,0.9169335230254371,Attack
9006,775.3722309857342,46.92976447819824,3.5106597913528725,ICMP,23356,80,5,2331.756488380446,45.513347475591175,22.857201614851803,0.8921211346441967,Attack
3568,545.4572635395912,34.14821550275177,19.136316895021043,TCP,20886,53,2,2154.61248702369,64.58742271612184,89.21422783278969,0.08363051101386232,Normal
6463,545.339506546659,62.96857958745903,8.384427922106688,TCP,20997,53,2,1903.590863308106,8.195813183454801,80.56811389503342,0.28844672163905627,Normal
3027,428.8313438681324,69.12686606991716,12.881838859859657,TCP,47434,22,2,2274.2863115976006,14.827448750393994,66.57029957885976,0.5210368568622786,Normal
3695,537.7647569065363,87.10938170625074,5.32361739304961,ICMP,2747,53,3,1790.9958882711023,16.28837420187059,22.07866027688273,0.026623738696466503,Attack
6258,556.7661113879856,53.96043502093992,7.843061222722032,ICMP,51434,22,2,3661.4686979886555,43.319089719324204,29.243931988129095,0.5286426155484825,Attack
6618,612.4792750185052,34.282852724326546,2.3897643003040265,ICMP,24434,5683,1,3369.5576317344658,83.45977158659532,24.414576325224235,0.44776564084395687,Attack
7736,382.60133508896683,45.07338894006779,75.73489452572781,TCP,9626,80,1,1509.6358857967798,62.896513799013974,60.47638840084766,0.5884109955595209,Normal
1391,668.8137026945647,47.961629217122294,22.676903114113504,ICMP,19638,443,3,1844.176696252971,92.53566309173087,41.90951101923075,0.9203148835436031,Attack
6892,543.3698628526375,52.22746709941867,15.162307962838696,UDP,57630,443,2,1460.7927430191614,8.594687244879738,13.822330895607493,0.2746193057114631,Normal
4561,572.9874674368774,57.06314385107649,22.97342095580739,ICMP,45178,5683,1,874.6048227198357,69.98063403726692,33.30338421812033,0.6390965435185888,Normal
7184,473.48692861942874,55.444539385950016,29.689499524397995,ICMP,60573,22,3,3024.0888509530932,33.278140165122394,78.8522580851721,0.4298323359730952,Attack
4099,388.62288340651395,61.65623387697884,76.48481181696235,TCP,19468,1883,1,1910.1433489048447,7.095689276992799,73.68338667317312,0.435128724321577,Normal
7278,508.7269552883945,52.961345715388724,5.90574741312934,UDP,54074,5683,2,1343.4654396722099,79.33340209408821,61.44094431753714,0.6472714022593479,Normal
9392,522.4754659787862,16.62056145834837,10.510244082590395,UDP,3637,22,0,960.2391710994245,19.642418908642025,16.843481135531164,0.9513363951802348,Attack
4104,333.74860782626115,53.40700743040173,111.62886287815313,UDP,57191,5683,3,2133.7067943884167,24.266741878616028,80.6232655311639,0.863031505665838,Attack
8215,595.194248619815,51.30096141960782,13.91792653141669,ICMP,43796,80,1,2214.9848514665305,35.64192727854724,52.761424699860385,0.6395224454791683,Normal
3454,619.5829560675897,58.254002957314,1.0,TCP,24106,5683,3,2246.9023786636467,75.95214051747827,49.56608080240376,0.461538088945903,Normal
9996,412.4402451414648,44.577766916337154,4.7925121140245395,ICMP,51978,5683,1,2642.1452688454956,61.21315212542087,84.72508615857792,0.42399210091182715,Normal
3731,377.28975796734903,53.35288586714583,1.0,TCP,17004,53,2,2537.7881315193654,28.837502226229,10.70752215400617,0.7871329109605402,Attack
9154,463.6446347750839,58.343632812933244,137.9254143909177,UDP,45890,22,0,1227.5777249665537,20.164040449285064,54.471776546781854,0.21822068374341153,Normal
6056,502.867411638356,47.5993669740397,9.808110903776853,ICMP,1701,80,0,1346.8859610295112,14.859341330167851,73.29955129509649,0.5876665441624591,Normal
9110,468.2994788101599,60.13805903345421,77.13070825798331,TCP,12126,443,3,2584.7972588433004,18.483491567278442,15.095237972441131,0.5049537682364711,Normal
4840,492.689860067506,51.051873986972666,164.80279558751116,ICMP,58263,1883,2,1629.331862175672,83.13306377701,38.57376539318955,0.6493535607005073,Normal
2028,526.5773237211099,52.34988248472651,27.476815904838453,TCP,54889,1883,1,1120.1502917878292,88.04150358344172,88.19881476157656,0.18742102784980164,Normal
8385,335.80772735292453,6.159368014144988,1.0127945605395148,UDP,41522,22,2,1175.8120042627734,92.11620268450142,26.942884132531812,0.6957572238045302,Normal
1502,349.6045247236082,32.841690727617134,2.553394206111235,ICMP,44235,5683,2,2562.15769404987,80.12586960303963,52.494354672476426,0.6269997942038847,Normal
7910,173.32667108922266,32.88251276510526,19.709610640047565,UDP,4028,53,2,2551.629733865984,84.86512925210148,69.68552208276441,0.1801461214696266,Normal
7938,613.1054274144166,53.244983268495034,15.6349675674934,ICMP,64813,5683,0,2076.9149099557685,78.4493150417083,41.229908200554846,0.44962168929102897,Normal
5488,501.8272424740939,69.0749784994475,27.955634569371966,ICMP,49194,22,1,1434.3415031877585,91.2250192141427,42.62985973261888,0.6786193548433423,Normal
1206,625.7421357758188,48.223773429258074,17.33289378939935,TCP,10010,1883,3,1962.224361612095,81.10858473899236,15.061468168261554,0.9016042694423964,Attack
6134,363.47144050263296,62.72447268957302,81.57796794832316,TCP,65108,1883,2,1904.187884054252,46.58024134561424,25.207467873652043,0.12209962821129039,Normal
6977,502.92888074397945,59.72378984488804,22.95474834595445,TCP,34520,5683,3,1735.7353860482353,34.09288829221573,80.44873804124704,0.008739418248606023,Normal
8721,525.7791807339921,52.09840135205477,35.49826060574412,UDP,27293,5683,1,2410.3436668138215,57.57906999664097,75.46541123334008,0.16515415807516776,Normal
8035,432.5861006203982,58.60965051247517,68.04124149270702,UDP,15197,5683,1,1711.9933198781155,59.736499502689036,34.37108178104546,0.9892737345188167,Attack
2484,313.58866418398486,53.68915578247757,4.765366157655241,ICMP,48633,443,1,2324.126912687228,56.74230850218024,40.53690391847377,0.7683702576118145,Attack
8858,709.5045603362189,47.86579254810833,7.830606553686456,TCP,22142,53,3,2200.301005365765,68.60537084488695,45.232833889763675,0.6143690188443527,Normal
1863,667.9140009524061,55.86620524499802,3.40576813275591,UDP,33982,53,2,1135.1208793383526,67.9078921010215,37.67549026194156,0.13301306714937589,Normal
3790,454.16812739295625,71.69947114702595,4.5120753628175025,ICMP,15113,1883,3,3196.005502828486,12.847485553238965,62.31293633443407,0.4160458492614759,Attack
8408,561.2273174203528,57.09123460213544,21.559117297329536,UDP,55170,1883,1,2346.153338528558,30.697020657268567,11.026274469730266,0.7152388681467186,Attack
9755,441.82511883717285,53.26956680057989,11.621945719472222,ICMP,43980,22,1,1044.4014982307472,85.08741686737308,80.41344447371995,0.8958841622363782,Attack
6116,380.5515676370303,36.83824128245779,16.506378177627145,TCP,44091,22,0,1137.868199942906,58.10315486332837,34.05192748420954,0.3818232547592416,Normal
7019,719.2713805948416,71.23812723896914,121.34920579355763,ICMP,21274,443,3,2950.4960192285507,34.56722283722625,79.78987694610714,0.9996898773860396,Attack
2757,301.3557342313038,28.894272035015817,5.11313004323642,ICMP,27089,1883,2,2107.8557963613976,81.54127846247687,46.350865409862976,0.13973641232889045,Normal
8574,465.7395563634662,24.409053791028484,23.34887162710361,TCP,14714,22,2,2336.461615615879,27.413805708098838,72.1064793365423,0.38693592101789487,Normal
7374,510.1188592690681,55.57191032476265,3.123210883122707,TCP,14764,443,2,2232.7384196319435,41.827987793860764,76.0623871129317,0.8753974588663038,Attack
7892,698.1483894424744,36.78859713327918,11.503608543679803,ICMP,44093,53,1,2652.4159289648637,29.86292945048612,34.10310589049863,0.6499156094483276,Normal
2678,607.5906385083222,66.33648504271167,22.493171954197795,UDP,39831,1883,1,2679.096497184864,83.42149314070397,61.22598472935222,0.8109194930073628,Attack
4242,299.3300270519218,24.74441561951025,87.9161761059111,TCP,40237,80,2,1473.4609506666277,70.5459818120388,58.59311807819134,0.9077991387728838,Attack
5636,499.6699710758981,64.42709708765929,14.889354872987775,ICMP,42621,1883,4,2301.9142540992334,46.42030801848826,48.08112815334916,0.5073163955066892,Attack
2059,502.52722380372313,62.31472902106851,2.013268935822515,TCP,5069,22,0,1157.0175199259488,88.90707492249463,47.56549415178169,0.23474715088704323,Normal
7668,472.59939976406696,51.77023946161859,14.738605053866886,TCP,63462,1883,2,1347.2483136657208,88.47003024889844,34.41626162701715,0.6937069050624437,Normal
4157,574.3770929036361,18.506425361295364,4.725631750912088,UDP,56491,80,1,1817.9726365454967,69.03725235462008,34.81524092863695,0.5634796847093573,Normal
6915,330.9071686692828,24.150453195210957,7.840538249804914,TCP,6648,1883,0,979.6969516771061,85.279426992442,53.85212866176279,0.7726492047567128,Attack
3693,450.96369049559956,53.59902916587389,28.87715795808196,ICMP,21566,22,1,1533.4108566629566,69.74538092771671,12.581649439147826,0.5117137545627662,Normal
4627,557.458249785569,46.50811999421829,2.094134579254033,ICMP,44803,53,3,696.5609812235637,61.539068078817586,84.69315055797777,0.811111368211255,Attack
6450,581.5490822192769,60.909954273545054,18.749169656630098,TCP,21519,22,1,1987.9750948679002,42.870471613385675,61.99834583758253,0.9020174759625975,Attack
2663,517.9303368211037,48.97675562403145,28.206868297478344,TCP,40626,443,1,2985.560347498428,29.612278589432968,45.47548318639046,0.7495830266523974,Attack
6592,465.39293596396413,47.672290516214986,16.438093332371118,UDP,10057,22,4,2019.217958009909,10.423162281538893,14.944480170711394,0.7436551538926042,Attack
8392,485.6070471648233,13.605236398118997,1.0,UDP,54127,443,1,2020.9266490148743,77.07829743561209,60.40100080984559,0.5871893412409877,Normal
2306,588.8488546852684,62.336484676589265,127.04827440675741,UDP,22628,1883,1,1784.3832379515457,15.994677275087945,11.419413019533202,0.4716420121160376,Normal
7776,504.0680940950552,40.26280722861639,13.724032810730534,ICMP,21466,443,1,2586.0916170029996,41.931431659382596,64.38937560736139,0.9725876568098888,Attack
6864,374.97829454713656,44.02691114421165,45.230436719021505,UDP,4271,5683,2,1968.9125469137066,26.117079282079473,15.801955801918579,0.6451125321172891,Normal
8526,351.9802899266116,33.95331435336274,11.82002439793082,ICMP,51392,1883,0,1340.4038476258477,45.91636691632168,62.48817518078506,0.8403565022253621,Attack
9901,321.2435094276669,26.893834040744785,19.33166804947826,UDP,56268,443,2,2101.79491599886,33.34854429206775,42.47102130803589,0.5054090285435765,Normal
6575,674.6696982187225,72.08206742247678,14.753426086462714,ICMP,41772,22,2,2931.4752143177475,79.67244616294299,63.010279587983746,0.5548578579442208,Normal
6530,596.8954202734934,61.93231542432332,12.581105440908583,TCP,26498,80,1,1143.5585719037172,93.03607051158399,21.079786045864477,0.6628890236121588,Normal
5413,487.2214540183343,62.17993363031198,1.0,ICMP,6610,1883,1,1435.406258048193,89.73992981901989,19.390632736620866,0.7285523686503388,Attack
4748,445.54490178030994,46.75234072850949,13.389594556837245,TCP,57252,443,0,1937.3405045031932,61.013292689651465,29.79392328079011,0.44835574153663094,Normal
1663,431.12839904391706,23.931163310513075,66.07947532521692,ICMP,8964,80,1,1789.7004170268995,93.13488927524136,42.92090545786011,0.35631492833336575,Normal
2998,631.1884529098652,81.53067133756709,35.17357863983287,ICMP,19630,443,1,2251.98658784156,41.065039242132954,30.242476150397557,0.2394199224633483,Attack
8994,728.5320209809689,56.33437446895094,4.714455132837551,TCP,43241,443,1,1410.216278340116,52.02386995538761,16.561230750111218,0.4236454228552198,Normal
2495,427.3528491286953,52.051838001154934,26.832575375392523,ICMP,41771,443,1,1682.1656561870013,28.116484889832446,36.00224786453286,0.21123791055727636,Normal
4304,636.6098624786852,44.61300466554383,66.83291795664383,ICMP,35306,22,4,2031.4656884778233,85.81842789346629,66.46087201038142,0.4167616457785178,Attack
4763,503.3615498430667,19.331656205935776,36.122588419409446,UDP,58784,443,0,2052.033743184752,21.173820902236425,56.646888334705324,0.8746594728255118,Attack
6232,474.508528410744,67.12338098415083,4.829170571008905,TCP,64020,80,1,3562.025058321705,59.94387259906633,87.06596440156378,0.9770701815888136,Attack
2853,680.5057139395908,34.134447396466165,60.710555901530185,TCP,46530,5683,5,2469.9733026311965,76.95087068184513,44.87373287924389,0.5771019706415461,Attack
7585,498.7801135108668,58.19853744293384,10.766493402637552,UDP,3907,443,3,1075.6610916980028,58.58588721440597,36.62418841103828,0.14600538027880539,Normal
2291,535.5637327105563,61.56250941685346,18.158273142299336,UDP,37618,5683,1,1390.7749438196668,12.089769608272988,65.4943622154187,0.4275555810641559,Normal
4581,529.7928719493735,55.01236432809733,22.405475502896696,TCP,31519,53,0,1183.0426175032671,60.030219087422985,42.956703157039954,0.6020765106375667,Normal
8554,304.92807600086576,57.049603104978274,57.01509190709944,TCP,13591,1883,1,2968.3837376699294,74.03713899003426,59.4647414986581,0.37077175493803927,Normal
8280,534.6093378459274,70.19179627847446,80.47476115619817,TCP,5363,22,2,1358.4894430029335,21.90453429676553,85.70298244530908,0.2051561737274875,Normal
2636,432.47695706717207,38.11376882250542,79.62940209054906,UDP,34466,53,0,2352.4174026408105,71.32575703596328,49.93513828313795,0.22682427064715838,Normal
4696,329.46162318252544,52.46753885065259,1.0,UDP,23697,53,2,2292.269095122242,84.07199372663536,49.85400047130636,0.4739288890145288,Normal
1698,437.9435503461485,46.623418929802455,76.48853403957578,ICMP,16450,80,1,1120.5705672110957,93.78126452497476,72.01332187418365,0.2164286958732723,Normal
5737,436.9533356435665,22.406524282668453,1.6776554575804434,UDP,17510,80,2,1748.6751922234157,41.90533374058524,70.48613241464005,0.24952269184183729,Normal
1854,623.5859046956398,54.294999948005135,9.268137853355274,ICMP,11573,5683,4,1841.3492532277378,7.264614431698943,51.298515711263796,0.8730841830021864,Attack
9164,372.3452460677562,68.76875894787028,21.707440396797352,ICMP,5017,5683,4,1051.4113064945882,42.71711003798424,15.177627911743237,0.7790603185665496,Attack
6855,405.21830731408943,70.64501238015791,19.613507155678164,UDP,13243,22,1,3070.9993411672313,64.42050561458561,88.46295950837052,0.055312982938919175,Attack
8392,528.2465912657615,77.86215813943595,27.844052544628774,UDP,4732,22,0,2102.218004122922,85.22285341097779,40.18563368234189,0.32017673005786307,Normal
7528,340.9047474374903,23.394213131161354,19.585862679645505,UDP,29812,1883,2,2955.8803640024985,89.42952130909518,35.336513315899936,0.5319331521089473,Normal
6249,420.91918901211994,74.42941546821862,81.71426743648311,UDP,2519,443,1,3324.8359538175237,86.86182083288635,88.5237466627318,0.06060863952195539,Attack
6172,300.26279176001333,52.7725964654057,8.25477825883782,TCP,30458,22,3,2095.765354629225,64.21637952671801,79.77081735151785,0.6831712629262854,Normal
2707,610.4013752006475,74.0084376105494,9.607178356888193,UDP,37184,22,6,2224.154375781443,66.42707383221537,36.41733134699945,0.3844451480432639,Attack
6791,463.8364255471777,44.0782638620686,76.04986940424794,ICMP,45490,5683,2,1527.3248886430388,5.214542644585319,34.66472446023744,0.3971784808104989,Normal
6535,498.0898585997309,42.037992818076724,2.3953160200284382,ICMP,8561,443,1,2800.152011635435,37.7358119068076,67.67633141072875,0.2653273666066541,Normal
5931,609.9212383749308,31.770911356596596,28.21449227252593,TCP,36577,1883,2,1971.306984818019,86.61706125047814,36.745272199606276,0.3339289938012805,Normal
4510,413.32773396153357,61.63966349609241,34.346217039801125,TCP,23227,80,1,1745.9767742795686,67.06558977928151,30.114557053152396,0.8616898971813266,Attack
1202,462.56155896223953,57.717141057976235,21.128775193903373,UDP,60602,1883,1,1539.3952504790432,47.11286759672017,88.37366775418099,0.7886029753914975,Attack
5218,373.240640083311,33.24485656654512,35.547847146521065,TCP,53835,443,0,2043.9570993019356,14.382717339508666,55.25681902271201,0.9357718962016985,Attack
9958,372.97955348050255,17.537948494804994,5.68961845226699,UDP,55056,80,1,2372.912207472,27.168499934085734,70.99980970039553,0.6989973812352522,Normal
5389,389.53005271929453,56.228678514850905,57.444719959774346,UDP,6612,80,2,2122.1874481954296,54.943026603574495,67.04439677535126,0.5778717626742365,Normal
3327,440.90115309996014,57.93755550417099,4.525582849720687,TCP,29332,80,3,2277.48916896478,85.77513622415641,70.44207957200902,0.2592562866125554,Normal
